SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,DAYS_EMPLOYED_ANOM,DAYS_EMPLOYED_PERCENT,INCOME_CREDIT_PER,ANNUITY_INCOME_PERCENT,CREDIT_TERM,GOODS_PRICE_CREDIT_PER,GOODS_PRICE_AMT_ANNUITY_PER,AMT_CREDIT_DAYS_EMPLOYED_PERC,Amount_INCOME,Amount_ANNUITY,Amount_CREDIT,Amount_GOODS
100090,Cash loans,F,N,Y,135000.0,261621.0,16848.0,216000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.008019,15524,-3555.0,-7833.0,-3985,9.0,1,0,0,Laborers,2,2,FRIDAY,17,0,1,1,0.7567222383896386,0.3937146969745023,0.4365064990977374,0.9816,-1097.0,1,0,False,-0.2290002576655501,0.5160136227596408,8.012820512820513,0.0643985001204031,1.2112083333333334,0.078,-0.0135883587326705,11.813030057420567,9.731987234373756,12.474652170572655,12.283033686666302
100091,Cash loans,F,N,Y,247500.0,296280.0,23539.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018634,12278,-929.0,-6031.0,-4586,9.0,1,0,0,Laborers,2,2,THURSDAY,17,0,0,0,0.2632375980136291,0.4700355103285236,0.41534714488434,0.9816,-619.0,1,0,False,-0.0756637888906988,0.8353584447144593,10.514242018734468,0.0794501822600243,1.3168,0.10462,-0.00313554745511,12.419165860990882,10.066435140146885,12.599060232127226,12.323855681186558
100092,Cash loans,F,Y,Y,90000.0,360000.0,18535.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,19687,-3578.0,-10673.0,-3183,3.0,1,0,0,Core staff,2,2,TUESDAY,7,0,1,1,0.3049397660767501,0.2702553559832115,0.375711009574066,0.9816,-1414.0,1,0,False,-0.1817442982678925,0.25,4.855547462976451,0.0514875,1.0,0.0514875,-0.0099388888888888,11.407564949312402,9.827443091212356,12.793859310432293,12.793859310432293
100106,Revolving loans,M,N,Y,180000.0,157500.0,7875.0,157500.0,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,12091,-1830.0,-1042.0,-4221,9.0,1,0,0,Laborers,2,2,TUESDAY,9,1,1,0,0.5064420471955186,0.4857699312968558,0.5797274227921155,0.9816,-765.0,0,0,False,-0.1513522454718385,1.1428571428571428,22.857142857142858,0.05,1.0,0.05,-0.0116190476190476,12.100712129872347,8.971448463693834,11.967180737247824,11.967180737247824
100107,Cash loans,M,Y,Y,180000.0,296280.0,21690.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.032561,13563,-1007.0,-5719.0,-4044,14.0,1,0,0,Laborers,1,1,TUESDAY,15,0,0,0,0.3441652580978948,0.6844067238529257,0.2636468134452008,0.9513,-317.0,0,0,False,-0.0742461107424611,0.6075334143377886,8.298755186721992,0.0732077764277035,1.3168,0.0964,-0.0033988119346564,12.100712129872347,9.98460660382092,12.599060232127226,12.323855681186558
100109,Cash loans,F,Y,Y,202500.0,407520.0,26041.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00702,19375,-4739.0,-3035.0,-2895,11.0,1,1,0,Laborers,2,2,SATURDAY,15,0,0,0,0.5831178293057412,0.6350278467719062,0.3062022983135042,0.9816,-2154.0,1,0,False,-0.2445935483870967,0.4969081272084805,7.776049766718507,0.0639023851590106,1.132,0.0723375,-0.0116288771103258,12.218495165528733,10.167446698350114,12.917845290213284,12.793859310432293
100117,Cash loans,M,Y,Y,90000.0,499221.0,22117.5,373500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0031219999999999,22705,-1765.0,-5107.0,-5990,15.0,0,0,0,Laborers,3,3,FRIDAY,10,0,0,0,0.5871754960133346,0.6467635239646198,0.6528965519806539,0.9816,-1132.0,1,0,True,-0.0777361814578286,0.1802808776073121,4.069175991861648,0.0443040256719969,1.3366024096385545,0.0592168674698795,-0.0035355083219656,11.407564949312402,10.00412442935754,13.120804162460242,12.83067328355501
100128,Cash loans,F,Y,Y,225000.0,431280.0,23526.0,360000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,With parents,0.025164,10962,-1883.0,-99.0,-1721,8.0,1,0,0,Managers,2,2,THURSDAY,10,0,0,0,0.339002380827429,0.3750732637427585,0.3474182272002641,0.9881,-1616.0,1,0,False,-0.1717752234993614,0.5217028380634391,9.56388676358072,0.0545492487479131,1.198,0.06535,-0.0043660730847709,12.323855681186558,10.065861471520387,12.97451281012555,12.793859310432293
100141,Cash loans,F,Y,Y,175500.0,478498.5,46741.5,454500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.010147,17955,-305.0,-10087.0,-1516,10.0,1,1,0,Laborers,2,2,TUESDAY,11,1,1,0,0.6965655054935606,0.7427647756395467,0.5190973382084597,0.9816,-814.0,1,0,False,-0.0169869117237538,0.3667723096310646,3.7546933667083855,0.0976836917984068,1.0528019801980195,0.1028415841584158,-0.0006374105665952,12.075394321888057,10.752387700004086,13.078408355073996,13.02695319259967
100150,Cash loans,F,N,Y,99000.0,225000.0,19242.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.0072739999999999,10507,-2780.0,-5072.0,-2729,9.0,1,0,1,Sales staff,2,2,TUESDAY,10,0,0,0,0.5905311435762867,0.6009994171816399,0.7610263695502636,0.9762,-2297.0,1,0,False,-0.2645855144189588,0.44,5.144995322731525,0.08552,1.0,0.08552,-0.0123555555555555,11.502875129116727,9.86485066892121,12.323855681186558,12.323855681186558
100168,Cash loans,F,N,Y,157500.0,266652.0,16443.0,202500.0,Unaccompanied,Working,Higher education,Widow,House / apartment,0.0116569999999999,22557,-13294.0,-13154.0,-4187,9.0,1,0,0,Laborers,1,1,TUESDAY,15,0,0,0,0.5064420471955186,0.7089390399675721,0.746300213050371,0.9627,-1144.0,1,0,False,-0.5893514208449705,0.5906574861617389,9.578544061302685,0.0616646415552855,1.3168,0.0812,-0.0498552420383121,11.967180737247824,9.707655133714226,12.4936997164694,12.218495165528733
100169,Cash loans,F,N,Y,135000.0,540000.0,27702.0,540000.0,Family,Pensioner,Higher education,Separated,House / apartment,0.072508,22784,-1765.0,-5103.0,-5229,9.0,0,0,0,Laborers,1,1,TUESDAY,12,0,0,0,0.8660097825914488,0.6386136180590145,0.1595195404777181,0.9925,-519.0,0,1,True,-0.0774666432584269,0.25,4.8732943469785575,0.0513,1.0,0.0513,-0.0032685185185185,11.813030057420567,10.229259891735044,13.199324418540456,13.199324418540456
100170,Cash loans,M,N,Y,337500.0,1313212.5,42493.5,1012500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.02461,11948,-1415.0,-5611.0,-4052,9.0,1,0,0,Laborers,2,2,TUESDAY,11,0,0,0,0.5064420471955186,0.6612258810815439,0.4400578303966329,0.9866,-1582.0,1,0,False,-0.1184298627385336,0.2570033410434336,7.942391189240707,0.0323584339929752,1.297,0.0419688888888888,-0.0010775103039302,12.729320789294722,10.657106402039345,14.08798698329714,13.82793307796283
100171,Cash loans,M,Y,Y,157500.0,539100.0,29245.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,13172,-3518.0,-6207.0,-4243,20.0,1,1,0,Drivers,2,2,WEDNESDAY,14,0,0,0,0.5064420471955186,0.6874076897321058,0.6626377922738201,0.9816,-2470.0,1,0,False,-0.267081688430003,0.2921535893155259,5.385443914448377,0.0542487479131886,1.198,0.06499,-0.0065256909664255,11.967180737247824,10.283480994670622,13.19765636143976,13.017002861746503
100172,Cash loans,F,N,Y,76500.0,225000.0,12334.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010966,15394,-967.0,-5389.0,-5433,9.0,1,0,0,Laborers,2,2,TUESDAY,10,0,1,1,0.5064420471955186,0.3488858471220637,0.5352762504724826,0.9816,0.0,1,0,False,-0.0628166818240873,0.34,6.202116016052536,0.05482,1.0,0.05482,-0.0042977777777777,11.245046019814628,9.42015549307906,12.323855681186558,12.323855681186558
100184,Cash loans,F,N,Y,112500.0,256032.0,10759.5,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0196889999999999,21150,-1765.0,-4157.0,-4658,9.0,0,0,0,Laborers,2,2,THURSDAY,11,0,0,0,0.5064420471955186,0.2631011921849177,0.4740512892789932,0.9826,-672.0,1,0,True,-0.083451536643026,0.4393982002249719,10.455876202425763,0.0420240438695163,1.4224,0.059775,-0.0068936695413073,11.630708500626612,9.2835443642346,12.45305771564985,12.100712129872347
100187,Cash loans,F,N,Y,225000.0,501363.0,25726.5,418500.0,Family,Commercial associate,Higher education,Married,House / apartment,0.031329,21040,-2467.0,-918.0,-3663,9.0,1,0,1,Laborers,2,2,THURSDAY,12,0,0,0,0.5064420471955186,0.266212100961842,0.5954562029091491,0.9965,-1792.0,1,0,False,-0.1172528517110266,0.4487766348932809,8.745845723281441,0.0513131204336977,1.198,0.0614731182795698,-0.0049205864812521,12.323855681186558,10.155276868040245,13.125085668604925,12.944432168911668
100212,Cash loans,F,Y,N,90000.0,450000.0,23107.5,450000.0,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.005002,15773,-1310.0,-7173.0,-5049,22.0,1,0,0,Core staff,3,3,MONDAY,15,0,0,0,0.5064420471955186,0.7629532085826144,0.3572932680336494,0.9816,-2865.0,1,0,False,-0.0830533189627845,0.2,3.894839337877313,0.05135,1.0,0.05135,-0.0029111111111111,11.407564949312402,10.047912519138931,13.017002861746503,13.017002861746503
100222,Cash loans,F,Y,Y,360000.0,945000.0,34074.0,945000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,17796,-2785.0,-2296.0,-1224,1.0,1,0,0,Laborers,2,2,WEDNESDAY,12,0,0,0,0.5064420471955186,0.6786018822974562,0.2539628093363117,0.9816,0.0,1,0,False,-0.1564958417621937,0.3809523809523809,10.565240359218173,0.0360571428571428,1.0,0.0360571428571428,-0.0029470899470899,12.793859310432293,10.436289909105488,13.75894020647588,13.75894020647588
100223,Cash loans,F,N,N,180000.0,490374.0,35811.0,400500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00496,12994,-2055.0,-164.0,-3461,9.0,1,0,0,Managers,2,2,MONDAY,11,0,0,0,0.4477538250164531,0.7858814044490458,0.6127042441012546,0.9876,-1967.0,1,0,False,-0.1581499153455441,0.3670667694453621,5.026388539834129,0.0730279337811548,1.2244044943820225,0.0894157303370786,-0.0041906789511678,12.100712129872347,10.486010387763148,13.102923644254105,12.900469045490553
100232,Cash loans,F,N,N,102150.0,335592.0,21577.5,265500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00496,14445,-1751.0,-2204.0,-5049,9.0,1,0,0,Core staff,2,2,THURSDAY,15,0,0,0,0.5064420471955186,0.7845722127718678,0.5673792367572691,0.9816,-551.0,1,0,False,-0.1212184146763586,0.3043874704998927,4.734098018769552,0.0642968247157262,1.264,0.0812711864406779,-0.0052176452358816,11.534197600245768,9.979406384093812,12.723651415388796,12.48937011966413
100241,Cash loans,F,N,N,67500.0,431280.0,17797.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.015221,9187,-270.0,-3663.0,-725,9.0,1,1,0,Laborers,2,2,FRIDAY,14,1,1,1,0.5064420471955186,0.0909218916196025,0.633031641417419,0.9816,-247.0,0,0,False,-0.0293893545226951,0.1565108514190317,3.7926675094816686,0.041266694490818,1.198,0.0494375,-0.0006260434056761,11.119882876860622,9.786813276978028,12.97451281012555,12.793859310432293
100245,Cash loans,F,N,N,112500.0,364896.0,20947.5,315000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.016612,13365,-1397.0,-5725.0,-5788,9.0,1,0,0,Laborers,2,2,FRIDAY,17,0,0,0,0.637953185640725,0.6708899286421401,0.5460231970049609,0.9752,-2264.0,1,0,False,-0.1045267489711934,0.3083070244672454,5.370569280343717,0.0574067679558011,1.1584,0.0665,-0.0038284881171621,11.630708500626612,9.94977458648744,12.807367660457086,12.66032791780777
100253,Cash loans,F,Y,Y,171000.0,819792.0,39568.5,720000.0,Family,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.010966,15631,-3060.0,-1545.0,-3162,1.0,1,0,0,Accountants,2,2,TUESDAY,14,0,0,0,0.3987508957507237,0.6083332060612188,0.6769925032909132,0.9856,-2302.0,0,0,False,-0.1957648263066982,0.2085894958721236,4.321619470032981,0.0482665115053574,1.1386,0.05495625,-0.003732654136659,12.049418835484795,10.585788626155276,13.616805928527082,13.487006490992238
100256,Cash loans,M,Y,Y,121500.0,119925.0,13563.0,112500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019101,10125,-1161.0,-239.0,-2335,19.0,1,0,0,Core staff,2,2,WEDNESDAY,15,0,0,0,0.5064420471955186,0.4966999265160138,0.3201633668633456,0.9886,-1198.0,0,0,False,-0.1146666666666666,1.0131332082551594,8.95819508958195,0.1130956848030018,1.066,0.12056,-0.0096810506566604,11.70766954176274,9.515100775962717,11.694621826370264,11.630708500626612
100271,Cash loans,F,Y,Y,270000.0,1800000.0,98770.5,1800000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,23139,-1765.0,-262.0,-4637,0.0,0,0,0,Laborers,2,2,MONDAY,11,0,0,0,0.5064420471955186,0.7494215648098264,0.7209441499436497,0.9816,-2023.0,1,0,True,-0.0762781451229525,0.15,2.7336097316506445,0.0548725,1.0,0.0548725,-0.0009805555555555,12.506177237980513,11.50055425615523,14.403297222866392,14.403297222866392
100278,Cash loans,F,N,Y,121500.0,450000.0,35685.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005002,10834,-1787.0,-4039.0,-365,9.0,1,1,0,Sales staff,3,3,TUESDAY,15,0,0,0,0.4306276617744951,0.472078723935541,0.3001077565791181,0.9657,-358.0,1,0,False,-0.1649436957725678,0.27,3.4047919293820934,0.0793,1.0,0.0793,-0.0039711111111111,11.70766954176274,10.482485711405168,13.017002861746503,13.017002861746503
100280,Cash loans,M,Y,Y,405000.0,513040.5,61015.5,472500.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.04622,14342,-976.0,-2238.0,-1168,3.0,1,0,0,Managers,1,1,TUESDAY,10,0,0,0,0.857563772195475,0.7458858805173066,0.6817058776720116,0.9816,-329.0,0,0,False,-0.0680518756100962,0.7894113622608742,6.637657644369054,0.1189292073432799,1.0858,0.1291333333333333,-0.0019023839248558,12.911642346088676,11.018883209238584,13.148110068405147,13.065793025915934
100306,Cash loans,M,N,N,112500.0,360000.0,28570.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.010032,8743,-253.0,-8712.0,-1416,9.0,1,0,0,Sales staff,2,2,THURSDAY,5,0,0,0,0.5064420471955186,0.3834644932070785,0.4920600938649263,0.9816,0.0,1,0,False,-0.0289374356628159,0.3125,3.93762797290912,0.0793625,1.0,0.0793625,-0.0007027777777777,11.630708500626612,10.260129995946723,12.793859310432293,12.793859310432293
100311,Cash loans,F,N,Y,175500.0,247500.0,12766.5,247500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,17709,-3910.0,-9194.0,-1265,9.0,1,0,0,Medicine staff,3,3,SUNDAY,11,0,0,0,0.6696215496138287,0.3121728034737758,0.164414178829907,0.9816,-1098.0,1,0,False,-0.22079168784234,0.7090909090909091,13.746915756080366,0.0515818181818181,1.0,0.0515818181818181,-0.0157979797979797,12.075394321888057,9.454579831585123,12.419165860990882,12.419165860990882
100312,Cash loans,M,N,N,67500.0,463500.0,33921.0,463500.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,23313,-1765.0,-1806.0,-5207,9.0,0,0,1,Laborers,2,2,FRIDAY,18,0,0,0,0.7180567240139539,0.4818925139065904,0.8214433128935934,0.9925,0.0,0,1,True,-0.0757088319821558,0.145631067961165,1.9899177500663303,0.0731844660194174,1.0,0.0731844660194174,-0.0038079827400215,11.119882876860622,10.431789570603357,13.046561663988047,13.046561663988047
100330,Cash loans,F,Y,Y,211500.0,539100.0,27652.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,13900,-2292.0,-308.0,-5677,21.0,1,0,0,Core staff,3,3,WEDNESDAY,9,0,0,0,0.3228945706861466,0.5061354324171047,0.4920600938649263,0.9811,-998.0,1,0,False,-0.1648920863309352,0.3923205342237061,7.648494711147274,0.0512938230383973,1.198,0.06145,-0.0042515303283249,12.261980277468467,10.227471418776409,13.19765636143976,13.017002861746503
100331,Cash loans,M,Y,Y,225000.0,792162.0,40576.5,630000.0,Unaccompanied,Working,Higher education,Married,Rented apartment,0.0084739999999999,17884,-2634.0,-7177.0,-1057,13.0,1,0,0,Drivers,2,2,THURSDAY,14,1,1,1,0.5064420471955186,0.7564625800013871,0.5190973382084597,0.9856,-866.0,1,0,False,-0.1472824871393424,0.284032811470381,5.5450815126982365,0.0512224772205685,1.2574,0.0644071428571428,-0.0033250774462799,12.323855681186558,10.61094436027618,13.58252119533454,13.353475098367715
100352,Cash loans,M,Y,Y,180000.0,729792.0,37390.5,630000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,18928,-1555.0,-6615.0,-2457,3.0,1,0,0,Drivers,2,2,WEDNESDAY,9,0,0,0,0.5363793062797462,0.672240432121728,0.1852020815902493,0.9816,-1895.0,0,0,False,-0.0821534234995773,0.2466456195737963,4.814057046576002,0.0512344613259668,1.1584,0.05935,-0.0021307441024291,12.100712129872347,10.529171940441255,13.500514841017033,13.353475098367715
100358,Cash loans,F,N,Y,202500.0,798777.0,51178.5,697500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,18552,-2425.0,-3294.0,-2096,9.0,1,0,0,Laborers,3,3,SATURDAY,10,0,0,0,0.6707215946089536,0.2906310801784493,0.445396241560834,0.9717,-1766.0,1,0,False,-0.1307136696852091,0.253512557322006,3.956739646531258,0.0640710736538483,1.1452,0.073374193548387,-0.0030358911185474,12.218495165528733,10.843074800960718,13.59083708691948,13.455257792677658
100367,Cash loans,M,Y,N,157500.0,261000.0,26874.0,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0145199999999999,19840,-3761.0,-1325.0,-3323,14.0,1,0,0,Laborers,2,2,THURSDAY,10,0,0,0,0.5064420471955186,0.5092289549980366,0.656158373001177,0.9841,-1780.0,1,0,False,-0.1895665322580645,0.603448275862069,5.860683188211654,0.1029655172413793,1.0,0.1029655172413793,-0.0144099616858237,11.967180737247824,10.198914555435357,12.47227568630483,12.47227568630483
100382,Cash loans,M,Y,N,180000.0,431280.0,22149.0,360000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0072739999999999,11746,-1804.0,-1095.0,-2911,22.0,1,0,1,Managers,2,2,TUESDAY,14,0,0,0,0.5064420471955186,0.3785445267666673,0.164414178829907,0.9747,0.0,0,0,False,-0.1535841988762132,0.4173622704507512,8.126777732629012,0.0513564273789649,1.198,0.061525,-0.0041828974216286,12.100712129872347,10.005547627727276,12.97451281012555,12.793859310432293
100384,Cash loans,F,N,Y,112500.0,360000.0,28570.5,360000.0,Unaccompanied,State servant,Higher education,Married,With parents,0.018209,11991,-1303.0,-5282.0,-936,9.0,1,0,0,Medicine staff,3,3,WEDNESDAY,13,0,0,0,0.6403608878311089,0.3942681389792175,0.5190973382084597,0.9771,-213.0,1,0,False,-0.1086648319573013,0.3125,3.93762797290912,0.0793625,1.0,0.0793625,-0.0036194444444444,11.630708500626612,10.260129995946723,12.793859310432293,12.793859310432293
100385,Cash loans,M,Y,N,229500.0,544500.0,42268.5,544500.0,Family,Working,Lower secondary,Married,House / apartment,0.028663,12567,-5041.0,-4640.0,-4565,4.0,1,0,0,Laborers,2,2,THURSDAY,13,0,0,0,0.5064420471955186,0.5767684103937347,0.2837118826350007,0.9816,-256.0,1,0,False,-0.4011299435028249,0.4214876033057851,5.429575215586075,0.0776280991735537,1.0,0.0776280991735537,-0.0092580348943985,12.343658308482738,10.65179740677079,13.207623221355153,13.207623221355153
